Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover(₹ Lac.),No. of Trades
543308,KIMS,A,1790.00,1801.50,1745.20,1749.50,1784,31.52,308
534425,SPECIALITY,B,229.55,233.00,228.35,231.95,13662,31.46,457
506194,ASL,B,174.20,178.25,171.90,177.90,17979,31.43,200
526521,SANGHIIND,B,71.55,73.28,71.11,71.50,43467,31.36,311
539874,UJJIVAN,A,387.85,395.00,387.85,393.75,7987,31.25,525
500097,DALMIASUG,A,371.75,376.15,364.50,373.10,8419,31.13,191
505710,GRAUWEIL,B,110.45,113.60,108.60,110.20,27884,31.09,543
526506,SYSTMTXC,X,256.50,256.50,251.25,254.95,12198,31.04,31
532070,SUMUKA,X,108.80,108.80,102.55,102.75,29954,31.01,177
539787,HCG,A,317.60,319.35,314.40,316.50,9788,31.00,374
511413,CREST,B,236.00,236.85,220.10,222.05,13588,30.94,714
530545,COSCO,X,213.50,218.95,186.50,188.55,15188,30.75,455
533137,DEN,B,34.01,34.83,33.96,34.74,89228,30.72,617
512573,AVANTI,A,397.50,397.50,390.00,390.95,7790,30.58,441
530741,OVOBELE,XT,271.00,271.60,268.00,271.60,11261,30.51,197
532719,BLKASHYAP,B,42.51,44.30,42.51,43.59,69399,30.24,392
520119,ASAL,B,378.00,388.00,366.00,367.30,7972,30.16,672
543364,MARKOLINES,M,113.35,119.00,113.35,116.60,25600,30.10,32
532390,TAJGVK,B,237.95,244.15,236.50,238.80,12576,30.07,552
540136,HPL,B,132.35,133.15,128.85,129.50,22969,30.03,813
500655,GRWRHITECH,B,888.15,891.85,875.65,881.55,3397,30.02,425
534392,VSSL,B,185.05,194.55,185.05,191.95,15636,29.88,568
530111,RAJPACK,X,48.95,49.99,45.25,46.00,61887,29.84,68
542285,AXITA,B,26.07,26.43,26.00,26.06,114209,29.83,373
543626,EMIL,B,83.64,85.10,83.00,84.07,35435,29.77,434
513375,CARBORUNIV,A,1192.05,1222.95,1192.05,1204.00,2433,29.57,638
531978,AMBIKCO,B,1613.00,1656.20,1613.00,1621.80,1803,29.56,203
520057,JTEKTINDIA,B,141.70,144.55,138.95,140.00,21004,29.56,526
532892,MOTILALOFS,A,727.65,743.80,727.65,740.15,4016,29.55,459
540649,AVADHSUGAR,B,543.95,543.95,530.00,531.25,5532,29.55,434
537259,SUYOG,X,414.95,414.95,399.15,400.25,7306,29.54,131
539871,THYROCARE,A,519.95,527.05,518.10,521.25,5640,29.51,554
590021,BHARATRAS,B,9593.00,9623.50,9529.40,9576.75,308,29.49,47
533293,KIRLOSENG,A,385.30,399.00,385.30,397.55,7437,29.40,891
513532,PRADPME,X,164.00,166.00,157.00,159.10,18207,29.36,177
513269,MANINDS,B,151.05,155.35,150.45,154.85,19048,29.20,516
500460,MUKANDLTD,B,124.00,125.40,121.60,122.20,23581,29.17,666
539518,UDAYJEW,X,107.35,113.90,107.10,112.10,26404,29.16,164
531752,BIOGEN,XT,1.02,1.02,0.99,0.99,2932436,29.13,4363
542918,GIANLIFE,B,22.44,22.49,20.85,20.97,136506,29.06,145
543928,COSMICCRF,MT,226.75,226.75,226.75,226.75,12800,29.02,29
532835,ICRA,B,5234.85,5608.00,5234.85,5486.30,531,29.00,236
504966,TINPLATE,A,334.00,338.35,332.05,335.00,8626,28.98,584
543386,FINOPB,B,267.95,269.35,253.40,255.05,10981,28.95,693
543514,VERANDA,B,186.15,193.00,183.90,188.55,15310,28.82,593
533552,RUPA,A,269.55,274.90,267.95,271.75,10606,28.82,378
537800,MANGIND,X,2.90,2.94,2.86,2.88,992094,28.75,1011
500777,TNPETRO,B,78.20,80.40,77.20,80.09,36202,28.65,738
532668,AURIONPRO,T,966.00,967.95,936.30,942.60,3013,28.60,94
543252,FAIRCHEMOR,B,1240.00,1250.20,1219.50,1221.10,2329,28.60,581
540025,ADVENZYMES,A,282.95,286.60,281.50,282.60,10038,28.44,501
523160,MORGANITE,X,1010.00,1030.00,980.00,1025.15,2777,28.32,120
513629,TULSYAN,XT,73.09,76.74,73.00,76.66,37445,28.26,190
538817,CAPPIPES,B,26.11,28.73,26.01,28.31,102155,28.21,256
503031,PENINLAND,B,24.62,24.62,23.00,23.26,120741,28.09,511
538565,VISTARAMAR,X,309.00,318.00,295.55,301.95,9126,27.96,292
543217,MINDSPACE,IF,311.25,311.25,302.35,302.99,9154,27.95,783
541019,HGINFRA,A,850.25,868.55,850.25,865.30,3241,27.89,378
511742,UGROCAP,B,238.00,238.95,229.25,231.10,11921,27.86,426
524717,TITANBIO,X,264.00,264.25,258.10,259.85,10630,27.76,216
532503,RAJPALAYAM,X,742.70,760.00,726.20,753.30,3693,27.72,122
539894,MADHAVIPL,XT,5.40,5.77,5.40,5.51,493111,27.69,653
523301,TCPLPACK,B,1458.90,1458.90,1410.00,1413.95,1924,27.54,327
500213,ITHL,X,309.50,310.00,302.00,309.00,8946,27.52,199
530871,CHEMBOND,B,421.70,423.80,413.95,417.65,6541,27.50,512
506943,JBCHEPHARM,A,2376.05,2381.10,2335.75,2362.80,1169,27.50,382
530129,NILE,X,747.00,759.80,740.00,749.85,3671,27.44,176
512499,SHALPRO,X,0.50,0.50,0.50,0.50,5485212,27.43,941
540048,SPAL,B,456.05,472.65,445.15,446.90,5973,27.28,503
532900,PAISALO,B,51.89,51.89,49.45,49.67,54324,27.18,532
532705,JAGRAN,B,79.51,79.75,77.40,78.29,34468,27.15,447
533168,ROSSELLIND,B,372.90,373.00,354.95,356.30,7486,27.09,387
519091,TASTYBIT,B,13649.90,13831.90,13576.00,13687.60,197,27.01,132
517522,RAJGLOWIR,A,860.95,860.95,832.00,834.70,3222,26.97,318
530363,UGARSUGAR,B,125.80,125.80,122.15,123.05,21884,26.95,451
506642,SADHNANIQ,B,125.00,127.35,122.10,123.35,21489,26.91,472
540401,MAXIMUS,B,16.97,17.45,16.56,16.71,158979,26.82,776
524019,KINGFA,B,2069.95,2069.95,1960.00,1994.55,1332,26.72,306
541400,ZIMLAB,B,112.40,116.65,112.40,114.00,23322,26.71,646
524372,ORCHIDPHAR,T,497.60,514.00,497.00,507.75,5271,26.69,164
507410,WALCHANNAG,T,88.09,88.09,88.09,88.09,30126,26.54,166
531508,EVEREADY,A,348.00,348.00,340.75,346.05,7700,26.53,452
507878,UNITECH,Z,1.42,1.45,1.40,1.43,1865489,26.53,412
543306,DODLA,A,583.00,600.50,583.00,590.05,4471,26.45,351
538465,AMARSEC,XT,28.00,28.00,28.00,28.00,94010,26.32,18
523398,JCHAC,A,1045.05,1057.00,1026.00,1031.65,2506,26.18,537
543283,BARBEQUE,A,667.95,667.95,652.00,656.40,3968,26.16,324
517417,PATELSAI,X,245.00,250.00,244.60,247.80,10607,26.15,160
532612,INDOCO,B,327.10,333.85,326.85,328.85,7911,26.12,484
532774,INSPIRISYS,T,77.98,77.98,77.98,77.98,33433,26.07,14
526773,PRESSURS,XT,8.08,8.08,7.95,8.06,323222,26.07,505
543524,RAINBOW,B,975.95,975.95,941.65,955.90,2719,26.07,479
531216,COMFINTE,XT,4.70,4.80,4.50,4.61,560408,25.99,1601
502937,KESORAMIND,B,62.90,63.78,61.97,62.22,41432,25.95,352
541778,DEEP,B,91.00,91.74,89.00,90.09,28852,25.94,302
532430,BFUTILITIE,B,366.75,373.45,366.60,369.95,6995,25.86,421
534369,TBZ,B,82.52,85.48,82.52,83.96,30743,25.86,371
530655,GOODLUCK,B,431.35,431.35,423.55,429.80,6008,25.80,350
543593,DBOL,B,170.85,172.95,166.85,167.65,15247,25.73,875
538979,GRNLAMIND,B,453.95,456.10,436.50,439.95,5760,25.70,488
543349,AMIORG,A,1272.00,1285.65,1271.65,1275.25,2004,25.62,201
543677,ICICIFIN,B,19.27,19.46,19.27,19.36,131516,25.55,32
517449,MAGNAELQ,X,368.85,368.85,349.30,362.50,7178,25.53,159
505242,DYNAMATECH,B,3782.15,3789.90,3643.90,3778.20,679,25.42,214
543258,INDIGOPNTS,A,1428.40,1458.75,1428.40,1439.45,1751,25.35,292
524820,PANAMAPET,B,293.55,308.60,293.55,304.60,8250,25.29,416
543848,DEVLAB,M,65.55,65.55,61.60,62.10,40000,25.29,20
533014,SICAGEN,X,43.90,43.90,41.00,41.96,59978,25.16,359
532944,ONMOBILE,A,77.89,77.89,75.90,76.19,32890,25.16,692
531307,RRIL,XT,20.20,20.26,19.69,20.25,125460,25.06,413
524614,INDXTRA,XT,135.55,149.00,135.55,135.55,18435,24.99,63
539872,BAJAJHCARE,B,328.95,328.95,313.10,315.40,7874,24.94,609
539658,TEAMLEASE,A,2512.05,2532.95,2452.15,2461.15,1003,24.86,245
543401,GOCOLORS,A,1145.85,1146.00,1132.00,1138.00,2184,24.86,356
543213,ROSSARI,A,868.00,869.95,851.10,860.55,2882,24.82,408
530239,SUVEN,B,63.31,64.26,61.00,61.32,39957,24.77,803
517236,CALCOM,X,169.35,169.35,162.00,166.90,14847,24.76,152
543753,DHARNI,M,24.00,28.00,23.95,24.15,102000,24.73,17
539309,RAMASTEEL,B,36.87,37.24,36.28,36.59,67641,24.70,446
532479,ISMTLTD,B,76.00,77.80,75.20,75.38,32479,24.67,353
543910,AVG,B,262.75,278.80,262.70,266.30,9162,24.66,199
539301,ARVSMART,B,346.75,346.75,336.40,338.65,7207,24.58,447
540738,STL,B,62.50,66.00,62.43,63.26,38389,24.58,160
543525,SILVERTUC,B,400.45,402.00,392.40,402.00,6129,24.54,41
539006,PTCIL,A,4679.95,4679.95,4508.70,4516.45,539,24.53,142
531176,MEFCOMCAP,XT,18.90,19.72,18.40,18.54,131655,24.49,122
532829,LEHAR,XT,133.95,134.00,128.00,128.45,18802,24.38,138
540749,MASFIN,A,779.00,784.75,768.00,770.00,3140,24.34,323
532515,TVTODAY,B,194.55,196.60,191.55,195.80,12496,24.28,570
526931,HRYNSHP,X,83.00,87.40,83.00,84.76,28439,24.20,242
539921,SEIL,B,79.50,84.00,76.20,78.86,30210,24.16,118
526596,LIBERTSHOE,B,244.20,245.50,237.00,237.55,9989,24.15,499
500238,WHIRLPOOL,A,1469.00,1495.05,1469.00,1487.65,1623,24.14,357
532356,TRIVENI,A,286.45,286.45,279.90,280.45,8516,24.06,420
524731,JENBURPH,X,725.00,725.00,702.00,719.30,3373,24.05,126
541304,INDOUS,M,280.00,287.75,270.00,287.75,8500,24.02,17
524742,CAPPL,A,806.55,813.00,806.35,807.95,2967,23.99,162
513446,JSWISPL,B,34.61,36.03,34.61,35.44,67213,23.96,234
535648,JUSTDIAL,A,737.35,756.05,736.70,739.10,3199,23.88,326
543212,BOROLTD,A,422.60,428.10,416.10,417.50,5671,23.86,360
543324,GCSL,M,302.00,302.00,300.00,301.00,7920,23.80,4
531173,SYSCHEM,X,42.00,42.50,41.14,41.89,56571,23.67,247
500126,PGHL,A,5240.55,5344.30,5203.15,5238.70,450,23.67,303
540914,SRUSTEELS,XT,22.44,22.44,22.44,22.44,105128,23.59,437
500133,ESABINDIA,A,3979.85,4060.00,3979.85,4020.15,585,23.57,289
533261,EROSMEDIA,B,18.93,19.88,18.80,18.96,123533,23.54,726
543912,PIGL,T,40.39,44.63,40.39,44.63,54154,23.54,155
523261,VENKYS,A,1708.15,1716.45,1689.50,1693.85,1385,23.53,172
531359,SRAMSET,X,149.40,153.00,138.05,140.65,15824,23.38,210
532726,GALLANTT,B,58.85,62.55,58.85,60.50,38307,23.36,428
532768,FIEMIND,B,1796.05,1805.00,1755.00,1769.00,1310,23.34,435
542678,CHCL,M,27.00,27.55,26.00,26.37,88000,23.31,30
519156,VADILALIND,B,2803.20,2878.70,2803.20,2847.75,819,23.28,218
532932,MANAKSIA,B,161.55,165.45,160.10,162.25,14344,23.21,388
500009,AMBALALSA,X,28.81,29.60,28.26,28.45,80375,23.09,376
536264,TIGERLOGS,X,365.00,367.75,358.20,361.80,6376,23.05,169
541865,ASRL,B,36.99,36.99,36.25,36.43,63133,23.04,856
539359,PRITIKAUTO,B,17.69,18.20,17.21,17.51,129511,22.99,507
526739,SHAWGELTIN,X,430.20,430.20,419.30,424.30,5424,22.93,152
504286,DELTAMAGNT,B,79.99,83.60,79.44,81.00,28060,22.91,407
532749,ALLCARGO,A,285.30,287.60,279.80,280.95,8070,22.77,463
543748,AARTIPHARM,B,371.55,376.85,366.05,366.60,6179,22.76,419
507488,GMBREW,B,584.05,593.50,582.00,590.65,3852,22.63,242
533262,RAMKY,B,387.80,391.00,386.50,388.80,5813,22.62,341
526721,NICCOPAR,X,131.90,139.50,127.05,133.65,16745,22.57,247
543311,IPL,A,217.65,221.00,217.65,220.30,10278,22.57,504
522281,RAMRAT,B,283.00,288.30,279.55,284.05,7894,22.56,482
513434,TATAMETALI,A,813.95,813.95,798.70,801.75,2796,22.55,363
532150,INDRAMEDCO,T,91.00,92.45,90.00,91.07,24791,22.54,101
532851,INSECTICID,B,449.20,464.00,448.55,456.85,4933,22.53,366
540879,APOLLO,B,52.36,52.36,52.36,52.36,43023,22.53,241
500266,MAHSCOOTER,A,5450.00,5495.25,5440.45,5485.00,410,22.44,136
543644,INFOBEAN,B,465.00,470.00,461.15,465.75,4813,22.40,482
520056,SUNCLAYLTD,A,4675.40,4697.00,4635.00,4669.85,478,22.33,238
526747,PGFOILQ,XT,170.00,175.35,170.00,175.35,12788,22.31,88
526179,LUDLOWJUT,X,86.00,87.80,83.55,84.30,26097,22.30,178
500467,HARRMALAYA,B,140.70,144.10,137.35,142.95,15769,22.30,546
517174,HONAUT,A,42813.80,42813.80,41674.15,41841.40,53,22.27,47
511768,MASTERTR,X,374.15,374.15,374.15,374.15,5918,22.14,53
504973,CHOLAHLDNG,A,904.95,924.55,887.20,922.60,2413,22.06,430
539917,NAGARFERT,B,9.70,9.85,9.46,9.56,229252,22.05,459
500298,NATPEROX,X,1490.00,1509.40,1486.05,1494.70,1475,22.05,99
533477,ENKEIWHEL,X,490.00,503.00,481.05,494.90,4466,22.04,97
513349,AJMERA,B,375.50,381.20,370.70,372.55,5831,21.81,410
540768,MAHLOG,A,382.05,386.15,379.35,380.45,5688,21.76,432
514030,DEEPAKSP,X,240.35,244.80,239.10,242.40,8977,21.74,211
524640,ARCHITORG,X,55.31,56.42,55.31,55.64,38871,21.70,266
539177,AIIL,B,338.50,342.00,333.00,335.85,6430,21.66,314
532460,PONNIERODE,B,381.05,383.40,379.05,380.05,5674,21.59,398
542580,AARTECH,M,110.00,110.00,102.15,105.95,20000,21.51,10
531306,DHPIND,X,835.00,839.70,815.20,827.30,2589,21.48,167
506260,ANUHPHR,X,107.10,109.65,105.10,106.55,19876,21.35,353
533108,BTTL,X,16.46,18.10,16.46,17.50,120508,21.30,265
531599,FDC,A,310.50,312.55,306.80,310.15,6850,21.22,407
543414,MAHKTECH,B,13.94,14.20,13.91,14.14,151217,21.22,735
500068,DISAQ,B,10180.00,10280.05,10035.00,10042.75,209,21.21,71
539141,UFO,B,79.00,82.50,79.00,80.05,26205,21.18,335
500249,KSB,A,2150.40,2168.35,2126.25,2130.70,988,21.18,261
504605,UNIABEXAL,X,1070.00,1099.90,1060.65,1080.70,1957,21.17,99
543334,NUVOCO,A,351.05,355.30,349.70,351.70,5953,20.99,297
517562,TRIGYN,B,104.00,107.70,103.95,104.90,19840,20.96,702
542654,VRFILMS,M,302.00,302.00,294.00,300.05,7000,20.91,25
505368,REVATHI,B,1794.90,1794.90,1664.00,1707.00,1235,20.87,155
537291,NATHBIOGEN,B,187.80,190.00,182.30,186.50,11264,20.84,232
531215,RTSPOWR,X,118.05,119.00,115.00,115.55,17891,20.83,270
531548,SOMANYCERA,B,719.95,719.95,700.55,708.10,2944,20.76,477
542773,IIFLSEC,B,61.01,61.56,60.70,61.14,33839,20.70,388
511676,GICHSGFIN,B,185.05,186.05,179.75,180.30,11344,20.70,353
506414,FERMENTA,X,139.00,140.00,137.55,137.70,15022,20.69,125
500223,JCTLTD,X,2.08,2.10,2.05,2.09,996386,20.60,768
539221,SPORTKING,A,845.05,880.00,845.05,872.00,2347,20.45,356
523618,DREDGECORP,B,337.40,344.55,337.40,338.45,6010,20.45,282
540425,SHANKARA,B,730.50,750.00,730.50,747.35,2752,20.44,359
539042,AGIIL,X,578.70,595.00,550.00,559.85,3607,20.44,131
543309,ADESHWAR,M,27.00,28.95,25.11,26.85,78000,20.26,5
530075,SELAN,B,315.40,325.70,313.10,314.90,6355,20.24,372
522152,SOLIMAC,X,58.50,59.50,56.03,59.12,34429,20.18,103
539314,UNIAUTO,B,138.95,146.95,138.65,141.00,14166,20.16,161
532798,NETWORK18,A,62.50,63.35,61.61,62.01,32322,20.10,335
500307,NIRLON,B,405.00,405.00,390.00,391.50,5078,20.08,192
537707,ETT,X,33.13,33.13,32.12,32.90,60795,19.99,193
513228,PENIND,B,77.21,79.46,77.21,78.67,25463,19.97,448
532626,POCL,B,397.00,414.75,397.00,399.25,4966,19.93,293
531225,XTGLOBAL,X,40.01,40.50,39.41,40.19,49612,19.91,162
504076,JYOTI,XT,38.90,39.42,38.15,39.42,50673,19.89,205
530621,AAIL,X,94.00,95.33,90.00,92.57,21367,19.85,255
543516,DHYAANI,M,114.40,114.50,93.45,98.50,20000,19.83,17
531426,TNPL,B,210.00,211.65,208.40,208.90,9432,19.78,251
540811,DML,M,21.00,23.99,20.21,22.40,90000,19.67,8
532617,JETAIRWAYS,Z,47.08,48.35,46.70,47.19,41621,19.66,595
530557,NCLRESE,X,0.40,0.40,0.39,0.39,4997636,19.65,3273
530145,KISAN,XT,13.74,14.05,13.05,14.00,142865,19.62,120
524288,AIMCOPEST,X,118.00,124.95,116.50,118.80,16192,19.62,215
543917,SIGMA,B,361.00,370.05,353.25,359.90,5392,19.59,578
517168,SUBROS,B,442.05,452.55,437.25,438.70,4430,19.59,457
500314,ORIENTHOT,B,87.01,90.30,87.01,89.23,21857,19.50,309
526638,TEXELIN,XT,51.89,53.35,51.50,53.35,36671,19.46,114
523708,EIMCOELECO,T,600.80,609.75,591.00,609.75,3237,19.45,62
524332,BCLIL,B,500.05,512.20,492.95,495.30,3873,19.44,350
527001,ASHAPURMIN,B,127.85,129.00,124.35,125.00,15365,19.43,394
540404,PRIMEFRESH,M,215.25,225.00,209.25,212.00,9000,19.40,12
512165,ABANSENT,X,195.00,195.00,188.50,191.10,10190,19.36,1027
532741,KAMDHENU,B,319.90,324.05,317.20,321.50,6007,19.28,358
526612,BLUEDART,A,7239.85,7281.95,7203.45,7258.20,266,19.26,122
505978,TRITONV,X,1397.50,1417.00,1371.00,1377.10,1388,19.26,111
539598,CGFL,XT,142.50,156.00,142.10,142.75,13168,19.20,223
531717,VIDHIING,B,402.00,406.05,394.40,396.70,4782,19.09,336
532797,AUTOIND,B,69.26,70.45,67.15,68.05,27818,19.08,306
538812,AANCHALISP,X,15.25,15.25,14.05,14.58,131537,19.05,186
539148,SHIVALIK,B,803.25,804.05,785.00,785.15,2376,18.92,199
500292,HEIDELBERG,A,171.80,173.95,171.80,172.35,10921,18.84,213
532983,RPGLIFE,B,914.50,931.95,911.30,924.80,2039,18.78,291
543435,CLARA,M,187.90,195.95,187.90,195.50,9800,18.78,12
531025,VISAGAR,X,1.17,1.17,1.07,1.07,1674073,18.73,911
526169,MULTIBASE,X,221.85,225.00,216.00,218.55,8504,18.66,105
505533,WESTLIFE,A,855.00,864.50,842.20,845.95,2189,18.65,374
500284,LORDSCHLO,X,161.00,162.00,158.40,159.00,11625,18.61,215
543451,AGSTRA,B,57.11,57.90,57.00,57.15,32305,18.51,396
532834,CAMLINFINE,B,163.85,166.60,160.80,163.75,11335,18.49,360
539940,MAXVIL,B,202.50,206.75,202.50,204.05,9018,18.45,370
541269,CHEMFABALKA,B,316.00,332.00,313.60,328.50,5614,18.22,347
532637,MANGALAM,B,108.90,111.10,108.35,108.75,16599,18.18,180
530951,RAMINFO,X,98.30,98.30,90.51,91.62,19628,18.15,148
531923,DHAMPURE,XT,46.10,47.53,43.01,47.00,39526,18.08,155
517059,SALZER,B,335.00,360.55,335.00,355.50,5122,18.07,211
517477,ELNET,X,212.05,221.60,210.05,212.10,8347,18.07,149
531592,GENPHARMA,X,3.58,3.65,3.45,3.47,517167,18.04,547
500168,GOODYEAR,B,1203.50,1206.00,1188.00,1194.15,1510,18.03,291
543288,DEEPIND,B,174.95,183.35,174.95,179.85,10044,17.99,400
506235,ALEMBICLTD,B,71.25,72.92,71.00,71.24,24960,17.98,562
500240,KINETICENG,XT,112.80,116.90,112.80,116.90,15465,17.97,132
526807,SEAMECLTD,B,677.10,677.40,660.00,674.80,2688,17.96,313
511208,IVC,B,7.75,8.05,7.69,7.87,226639,17.92,400
543210,AARTISURF,B,628.75,630.00,603.95,613.35,2921,17.90,393
532930,BGRENERGY,B,59.45,61.10,58.66,59.00,29992,17.87,246
500148,UFLEX,A,419.95,423.10,415.65,418.80,4265,17.87,462
533470,RUSHIL,B,307.50,307.50,298.00,299.90,5942,17.82,361
504093,PANAENERG,X,253.05,262.00,253.05,258.15,6848,17.76,131
535602,SHARDA,B,789.25,809.00,780.05,805.85,2218,17.68,221
506390,HEUBACHIND,B,350.00,375.25,350.00,364.90,4781,17.58,423
532976,JAIBALAJI,T,76.11,79.00,75.17,78.34,22632,17.57,108
543599,KSOLVES,B,911.00,914.25,898.70,901.25,1945,17.56,255
543545,VEERKRUPA,M,2.75,2.90,2.75,2.75,634600,17.55,23
540724,DIAMONDYD,B,766.55,777.00,751.85,768.80,2290,17.47,209
511589,AVONMORE,B,83.87,83.87,80.30,82.93,21192,17.45,301
506405,DMCC,B,306.50,329.95,306.50,325.00,5407,17.41,241
505355,NESCO,A,618.95,635.95,618.95,626.10,2785,17.40,326
533121,EXPLEOSOL,B,1606.70,1611.00,1579.55,1593.35,1084,17.32,259
500201,INDIAGLYCO,A,613.85,635.85,612.75,626.65,2763,17.30,274
530175,ODYSSEY,XT,87.99,87.99,81.85,81.90,20903,17.29,166
531909,CROISSANCE,X,7.00,7.05,6.00,6.42,269903,17.20,408
542351,GLOSTERLTD,X,742.00,742.00,732.50,737.55,2321,17.12,168
532156,VAIBHAVGBL,A,301.55,315.85,301.55,312.05,5469,17.08,401
522134,ARTSONEN,X,83.17,85.99,80.00,81.08,20880,17.07,338
506197,BLISSGVS,B,79.50,82.20,78.65,80.12,21047,17.04,361
530433,SHIVAAGRO,X,64.40,64.40,59.40,59.67,28272,17.02,293
500123,ELANTAS,B,6498.55,6582.80,6429.30,6500.75,262,17.00,78
531109,ISHANCH,X,54.40,54.70,51.50,52.36,32360,16.99,206
514165,INDIANACRY,XT,15.09,15.09,14.30,14.46,114901,16.89,261
539219,MUL,XT,6.56,7.03,6.37,7.03,246766,16.87,131
500264,MAFATIND,X,62.17,62.80,59.00,59.84,27870,16.87,173
504959,STOVACQ,X,2230.00,2300.00,2230.00,2243.10,740,16.79,86
516016,SHREYANIND,T,210.00,220.00,210.00,215.15,7919,16.72,80
750796,VINCOFE -RE,R,7.75,7.75,4.30,4.41,353486,16.71,598
506528,KELENRG,XT,1536.50,1550.00,1461.10,1536.00,1104,16.71,94
523367,DCMSHRIRAM,A,905.05,910.65,888.05,891.50,1863,16.69,291
517015,VINDHYATEL,B,1887.25,1887.25,1843.95,1850.75,896,16.67,262
539013,GITARENEW,X,103.90,106.75,99.00,99.55,16587,16.61,357
540570,VARIMAN,X,16.14,16.14,15.20,15.39,106924,16.58,235
532039,ZENOTECH,X,55.50,55.95,54.90,55.15,29795,16.50,143
535693,BRAHMINFRA,X,41.49,41.49,39.50,39.60,41490,16.48,51
500235,KSL,B,360.00,360.50,356.65,358.30,4587,16.46,255
537536,DENISCHEM,X,93.66,93.66,89.00,90.00,18240,16.43,88
505720,HERCULES,B,271.90,273.70,263.25,265.05,6162,16.39,315
540078,MITSU,B,189.75,189.75,183.20,187.30,8734,16.38,355
542232,SRD,B,126.90,126.90,125.00,125.80,13022,16.38,261
543221,ICICITECH,B,30.90,31.11,30.75,30.83,52964,16.38,282
532878,ALPA,B,71.70,72.45,69.69,69.91,22952,16.34,325
500220,JASCH,X,165.45,172.00,163.00,166.10,9742,16.28,127
532613,VIPCLOTHNG,T,46.35,48.00,46.20,47.90,34499,16.25,169
507717,DHANUKA,B,800.05,805.05,798.05,799.45,2025,16.24,229
523610,ITI,A,108.35,109.45,107.35,108.55,14936,16.20,307
540590,RIDDHICORP,B,230.30,240.00,212.55,218.45,7281,16.16,328
531888,REXNORD,X,131.10,132.90,126.20,127.70,12549,16.12,294
543669,RUSTOMJEE,B,580.05,588.40,574.00,580.40,2773,16.12,237
541276,HARDWYN,B,41.68,41.68,41.68,41.68,38621,16.10,132
532880,OMAXE,B,52.34,52.45,51.35,51.40,31061,16.08,54
533138,ASTEC,A,1329.10,1358.80,1324.90,1335.30,1198,16.05,243
531153,DILIGENT,X,13.69,14.00,13.10,13.23,119157,16.04,183
539275,MSL,T,215.50,222.90,205.00,221.70,7352,16.03,171
500117,DCW,B,43.06,43.62,42.50,42.66,37198,15.97,333
543187,POWERINDIA,A,4120.05,4189.30,4111.95,4130.05,383,15.92,192
500333,PIXTRANS,B,926.00,932.45,916.70,928.70,1718,15.90,175
532712,RCOM,T,1.12,1.14,1.11,1.13,1409816,15.88,931
530079,FAZE3Q,B,403.60,407.90,390.05,395.55,3966,15.76,416
532686,KERNEX,T,360.00,360.00,347.00,353.95,4447,15.73,75
523385,NILKAMAL,B,2432.40,2462.00,2409.15,2418.60,641,15.72,123
540366,RADIOCITY,T,11.13,11.76,11.12,11.76,136260,15.70,94
509820,HUHTAMAKI,B,268.10,277.00,268.10,273.00,5749,15.70,256
542850,GOBLIN,M,51.25,55.68,50.00,50.00,30000,15.67,13
512453,SHRJAGP,X,661.05,720.00,661.05,670.75,2322,15.67,158
539304,CANOPYFIN,XT,80.90,80.98,73.28,80.98,19736,15.63,68
541161,KBCGLOBAL,B,3.10,3.15,3.10,3.14,497230,15.60,154
508989,NAVNETEDUL,B,122.95,123.45,121.05,121.70,12727,15.55,377
532313,MAHLIFE,A,469.25,473.85,465.20,467.50,3299,15.51,299
530125,SAMRATPH,X,461.00,461.00,461.00,461.00,3342,15.41,79
514418,MANORG,B,410.00,428.00,410.00,424.15,3636,15.38,308
532967,KIRIINDUS,A,279.60,281.00,277.00,278.95,5523,15.37,269
543462,DEVIT,T,141.00,143.00,134.80,135.00,11296,15.37,134
524037,RAMAPHO,B,243.95,252.30,237.20,243.55,6263,15.34,552
522036,MIVENMACH,XT,22.35,22.35,21.29,22.35,68925,15.34,147
543540,PGCRL,M,170.00,177.50,169.00,169.00,9000,15.33,15
534060,PMCFIN,X,1.64,1.64,1.58,1.59,957196,15.33,1157
532240,INDNIPPON,B,444.75,454.80,442.35,444.05,3415,15.28,251
531531,HATSUN,A,927.05,936.55,924.00,931.40,1644,15.25,146
505744,FMGOETZE,B,375.05,378.70,370.00,371.80,4077,15.25,215
512229,VERITAS,XT,170.25,172.65,170.25,172.65,8834,15.24,93
539470,SHREEGANES,X,1.08,1.09,1.06,1.08,1418306,15.23,1171
530555,PARACABLES,B,35.21,36.45,35.21,36.01,41943,15.22,476
538715,DHABRIYA,XT,213.90,218.95,210.25,216.20,7049,15.20,111
542669,BMW,X,28.98,30.49,28.90,29.55,51172,15.19,276
523648,PLASTIBLEN,B,194.00,200.00,190.55,193.05,7788,15.19,279
543512,AVROIND,B,122.05,130.30,122.05,125.50,12095,15.15,153
530215,KINGSINFR,X,117.80,117.80,111.10,112.80,13253,15.10,165
506605,POLYCHEM,X,1398.95,1425.00,1342.00,1401.80,1087,15.10,125
539883,PILANIINVS,B,1927.95,1935.00,1895.00,1924.10,786,15.08,202
532987,RBL,B,862.10,888.80,862.10,875.10,1714,15.06,238
531381,ARIHANT,XT,87.23,87.23,87.23,87.23,17145,14.96,63
